municipality,population
Pemberton,2574
Pemberton Heights,2090
Pemberton Ridge,0
Pembroke,0
Pembroke,0
Pembroke,0
Pembroke,13882
Pender Island,0
Pendleton,0
Penetanguishene,10077
Pengelly Landing,0
Penhall,0
Penhold,3277
Penn,0
Pennant,0
Pennfield,0
Pennfield,0
Pennfield Corner,0
Pennfield Ridge,0
Penniac,0
Pennington,0
Penobsquis,0
Pense,0
Penticton,33761
Pentz,0
Penville,0
Penzance,0
Perdue,0
Péribonka,464
Perivale,0
Perkins,0
Perkins Landing,0
Perm,0
Perotte,0
Perow,0
Perrault,0
Perretton,0
Perrins Corners,0
Perron,0
Perry,0
Perryboro,0
Perry Point,0
Perrys,0
Perry's Corners,0
Perry Settlement,0
Perrys Lane,0
Perrytown,0
Perth,5573
Perth Park,0
Peru,0
Petaguishene Beach,0
Petawawa,17187
Peterbell,0
Peterborough,85807
Peters Corners,0
Petersfield,0
Peters Mills,0
Peterson,0
Peterson Corner,0
Peterview,0
Pethericks Corners,0
Petherton,0
Petit-Cap,0
Petit-Cap,0
Petit-Chockpish,0
Petitcodiac,1476
Petitcodiac East,0
Petit-de-Grat,0
Petite-Aldouane,0
Petite-Allemagne,0
Petite-Anse,0
Petite-Rivière-au-Renard,0
Petite Rivière Bridge,0
Petite-Tourelle,0
Petite-Vallée,0
Petit-Fonds,0
Petit-Lac-Long,0
Petit-Lac-Magog,0
Petit-Large,0
Petit-Mai,0
Petit-Nicolet,0
Petit-Poisson-Blanc,0
Petits-Capucins,0
Petrie Shore,0
Petrolia,6013
Pettigrew Settlement,0
Petty Harbour,0
Petty Harbour-Maddox Cove,0
Petworth,0
Pevensey,0
Peveril,0
Philipsburg,0
Philips Harbour,0
Phillips Arm,0
Phillipston,0
Phillipstown,0
Philomena,0
Phinneys Cove,0
Phippen,0
Piapot,50
Pibroch,0
Picadilly,0
Piccadilly,0
Pickardville,0
Pickerel,0
Pickerel Lake,0
Pickerel Point,0
Pickerel River,0
Pickering,91771
Pickering Village,0
Pickle Crow,0
Pickle Lake,0
Picnic Grove,0
Picoudi,0
Pic River,0
Picton,4702
Pictou,3186
Pictou Island,0
Pictou Landing,0
Picture Butte,1700
Pied-de-la-Montagne,0
Piedmont,0
Piedmont,2721
Pierceland,0
Pierces Corners,0
Pierrefonds,0
Pierreville,1119
Pierson,0
Pigeon Hill,0
Pigeon River,0
Pike River,0
Pikwitonei,0
Pilger,0
Pilley's Island,0
Pilot Butte,2137
Pilot Mound,0
Pinantan Lake,0
Pinawa,0
Pincebec,0
Pincher,0
Pincher Creek,3855
Pincourt,11197
Pineal Lake,0
Pineau,0
Pine Beach,0
Pine Beach,0
Pine Cove,0
Pinecrest,0
Pinecrest,0
Pine Crest Point,0
Pinedale,0
Pine Falls,632
Pineglen,0
Pine Glen,0
Pineglen Annex,0
Pinegrove,0
Pine Grove,0
Pine Grove,0
Pine Grove,0
Pine Grove,0
Pine Grove,0
Pine Hill,0
Pine Hill,0
Pine Hill,0
Pinehouse,0
Pinehurst,0
Pinehurst,0
Pinehurst Park,0
Pine Lodge,0
Pine Meadows,0
Pine Orchard,0
Pine Point,0
Pine Point,0
Pine Portage,0
Pine Ridge,0
Pine Ridge,0
Pine River,0
Pine River,0
Pine Tree,0
Pine Valley,0
Pine Valley,0
Pineview,0
Pineview,0
Pineview,0
Pineville,0
Pinewood,0
Pinewood,0
Piney,0
Pinkerton,0
Pinkneys Point,0
Pinware,0
Pioneer Village,0
Piopolis,0
Piperville,0
Pipestone,0
Pipestone,0
Pirate Harbour,0
Pirogue,0
Pitchers Farm,0
Pitt Meadows,18573
Pitt Meadows,0
Pitts Ferry,0
Pittston,0
Pixie Beach,0
Place-Bellerive,0
Place-Citation,0
Place-Garceau,0
Place-Gervais,0
Place-Jardin-des-Beaux-Arts,0
Place-Joseph,0
Place-Laurier,0
Place-Lepack,0
Place-Montmigny,0
Placentia,0
Place-Quoibion,0
Place-Versailles,0
Plage-Brunet,0
Plage-Chartrand,0
Plage-Ferguson,0
Plage-Labelle,0
Plage-Levesque,0
Plage-Monaghan,0
Plage-Moreau,0
Plage-Normandin,0
Plage-Orange,0
Plage-Roger,0
Plage-Rouge,0
Plage-Routhier,0
Plage-Sainte-Marguerite,0
Plage-Somerville,0
Plainfield,0
Plainville,0
Plaisance,0
Plantagenet,9680
Plantagenet Station,0
Plateau,0
Plateau-Normandie,0
Plate Cove East,0
Plate Cove West,0
Plattsville,1366
Playfair Park,0
Playfairville,0
Playmor Junction,0
Pleasant Bay,0
Pleasant Corners,0
Pleasantdale,0
Pleasant Grove,0
Pleasant Harbour,0
Pleasant Hill,0
Pleasant Hill,0
Pleasant Hill West,0
Pleasant Lake,0
Pleasant Park,0
Pleasant Point,0
Pleasant Point,0
Pleasant Ridge,0
Pleasant Ridge,0
Pleasant Ridge,0
Pleasant River,0
Pleasant Vale,0
Pleasant Valley,0
Pleasant Valley,0
Pleasant Valley,0
Pleasant Valley,0
Pleasant Valley,0
Pleasant Valley,0
Pleasant Valley,0
Pleasant Valley,0
Pleasant Valley,0
Pleasant Valley,0
Pleasant Valley,0
Pleasant Valley,0
Pleasant View,0
Pleasant View,0
Pleasant Villa,0
Pleasantville,0
Pleasantville,0
Plenty,0
Plover Mills,0
Plumas,0
Plum Coulee,0
Plum Hollow,0
Plummer,0
Plumweseep,0
Plunkett,0
Plymouth,0
Plymouth,0
Plymouth Park,0
Plympton,0
Plympton Station,0
Plympton-Wyoming,0
Pockwock,0
Pocologan,0
Point Abino,0
Point Alexander,0
Point Alison,0
Point au Gaul,0
Point au Mal,0
Point Clark,0
Point Comfort,0
Point Cross,0
Point de Bute,571
Point-du-Jour,0
Pointe-à-Maurier,0
Pointe-Antoine,0
Pointe au Baril,0
Pointe au Baril Station,0
Pointe-au-Sable,0
Pointe-aux-Anglais,0
Pointe-aux-Anglais,0
Pointe-aux-Loups,0
Pointe-aux-Outardes,0
Pointe aux Pins,0
Pointe-aux-Trembles,0
Pointe-Basse,0
Pointe-Biron,0
Pointe-Calumet,6396
Pointe-Cavagnal,0
Pointe-Chambord,0
Pointe-Claire,30161
Pointe-des-Cascades,0
Pointe-des-Monts,0
Pointe du Bois,0
Pointe-du-Chêne,0
Pointe-du-Lac,7104
Point Edward,0
Point Edward,0
Pointe-Fortune,0
Pointe-Fortune,0
Pointe-Gatineau,0
Pointe-Jaune,0
Pointe-Lalonde,0
Pointe-Lalonde,0
Pointe-Lebel,0
Pointe-Leblanc,0
Pointe Louise,0
Pointe-Meloche,0
Pointe-Ouest,2
Pointe-Parent,0
Pointe-Sainte-Anne-des-Monts,0
Pointe-Sapin-Centre,0
Pointe-Sud,0
Point Hill,0
Point Lance,0
Point Leamington,0
Point May,0
Point Michaud,0
Point of Bay,0
Point of Mara Beach,0
Point Park,0
Point Pleasant,0
Point Tupper,0
Poirierville,0
Poissant,0
Poisson-Blanc,0
Pokiok,0
Pokiok,0
Pokiok Settlement,0
Pollett River,0
Polson Park,0
Polsons Brook,0
Poltimore,0
Polwarth,0
Pomeroy Ridge,0
Pomona,0
Pomquet,0
Pomquet Forks,0
Pond Mills,0
Ponds,0
Pondville,0
Pondville South,0
Ponoka,6656
Ponsonby,0
Pont-du-Gouvernement,0
Pont-du-Milieu,0
Ponteix,0
Pontiac,0
Pontiac Station,0
Pont-Mousseau,0
Pontrilas,0
Pont Rouge,7518
Pontypool,0
Poodiac,0
Poole,0
Pool's Cove,0
Popes Harbour,0
Popkum,0
Poplar,0
Poplar Bay,0
Poplar Dale,0
Poplar Grove,0
Poplar Grove,0
Poplar Grove,0
Poplar Hill,0
Poplar Hill,0
Poplar Lodge,0
Porcupine,0
Porcupine Plain,0
Porquis Junction,0
Portage,0
Portage-de-la-Nation,0
Portage-du-Cap,0
Portage-du-Fort,0
Portage la Prairie,13304
Portage Vale,0
Port Alberni,20712
Port Alice,739
Port Anson,0
Port Anson,0
Portapique,0
Portapique Mountain,0
Port au Bras,0
Port au Choix,0
Port au Port,0
Port au Port East,0
Port au Port West-Aguathuna-Felix Cove,0
Port Bickerton,0
Port Blandford,0
Port Britain,0
Port Burwell,0
Port Caledonia,0
Port Carmen,0
Port-Cartier,6516
Port Clements,340
Port Clyde,0
Port Cockburn,0
Port Colborne,18306
Port Credit,0
Port Crewe,0
Port Cunnington,0
Port Dalhousie,0
Port Dover,0
Port Dufferin,0
Port Dufferin West,0
Port Edward,470
Port Elgin,0
Port Elgin,0
Port Elmsley,0
Porten Settlement,0
Porter,0
Porter Creek,0
Porter Road,0
Porter's Hill,0
Porters Lake,0
Port Essington,0
Port Felix,0
Port Felix East,0
Port George,0
Port Glasgow,0
Port Granby,0
Port Greville,0
Port Hammond,0
Port Hardy,3902
Port Hastings,0
Port Hawkesbury,3004
Port Hilford,0
Port Hood,0
Port Hood Island,0
Port Hope,12587
Port Hope Simpson,0
Port Howe,0
Port Joli,0
Port Kells,0
Port Kirwan,0
Portland Creek,0
Port La Tour,0
Port Law,0
Port Lewis,0
Port L'Hebert,0
Portlock,0
Port Loring,0
Port Lorne,0
Port Maitland,0
Port Maitland,0
Port Malcolm,0
Port Mann,0
Port McNeill,2234
Port McNicoll,0
Port Medway,0
Port Mellon,0
Port-Menier,177
Port Milford,0
Port Morien,0
Port Mouton,0
Port Nelson,0
Portobello,0
Port Philip,0
Portree,0
Portreeve,0
Port Renfrew,190
Port Rexton,0
Port Richmond,0
Port Rowan,1102
Port Royal,0
Port Royal,0
Port Royal,0
Port-Saint-Servan,0
Port Sandfield,0
Port Saunders,0
Port Saxon,0
Port Severn,0
Port Shoreham,0
Port Stanley,2148
Port Stanton,0
Port Sydney,0
Port Talbot,0
Portugal Cove,0
Portugal Cove South,86
Portugal Cove-St. Phillip’s,0
Portuguese Cove,0
Port Union,0
Port Union,0
Port View Beach,0
Port Wade,0
Port Wallace,0
Port Washington,0
Port Weller,0
Port Weller East,0
Port Williams,1120
Pottageville,0
Potter,0
Pottersburg,0
Potters Landing,0
Potton Springs,0
Pottsville,0
Pouce Coupe,762
Pouch Cove,0
Pouch Cove,0
Poulamon,0
Poularies,0
Powassan,0
Powassan,1243
Powell River,13157
Powells Corners,0
Power Glen,0
Powers Addition,0
Powerscourt,0
Powerview,684
Powles Corners,0
Prairie Heights,0
Prairie Siding,0
Prairie Valley,0
Precious Corners,0
Preeceville,1003
Preissac,0
Prelate,0
Preneveau,0
Prescott,4466
Presqu'ile Point,0
Press,0
Preston,0
Preston,0
Preston East,0
Preston Lake,0
Prestonvale,0
Prévost,10132
Price,0
Price,0
Prices Corner,0
Prices Corner,0
Primate,0
Prime Brook,0
Primrose,0
Primrose,0
Prince Albert,0
Prince Albert,35102
Princedale,0
Prince Edward,25496
Prince George,78943
Prince of Wales,0
Princeport,0
Princeport Road,0
Prince Rupert,14708
Princes Lodge,0
Princess Anne Manor,0
Princess Margaret Gardens,0
Princeton,0
Princeton,2828
Princetown,0
Princeville,5571
Prince William,0
Prince William Station,0
Priory Park,0
Pritchard,1500
Procter,0
Progress,0
Progreston,0
Projet-Laplante,0
Promontory,0
Prongua,0
Prophet Beach,0
Prospect,0
Prospect,0
Prospect,0
Prospect,0
Prospect Hill,0
Prospect Lake,0
Prosperity,0
Prosser Brook,0
Proulx,0
Proulxville,0
Province Hill,0
Provost,2082
Prud'homme,0
Public Landing,0
Pubnico,0
Pughs Crossing,0
Pugwash,0
Pugwash Junction,0
Pugwash Point,0
Pugwash River,0
Pukatawagan,0
Punkeydoodles Corners,0
Punnichy,0
Purbrook,0
Purcells Cove,0
Purdy,0
Purdy Corners,0
Purlbrook,0
Purple Grove,0
Purple Hill,0
Purple Hill,0
Purple Valley,0
Purpleville,0
Purtuniq,0
Pusey,0
Puslinch,0
Putnam,0
Puvirnituq,0
Quabbin,0
Quaco Road,0
Qualicum,0
Qualicum Beach,9303
Quantztown,0
Qu'Appelle,0
Qu'Appelle Village,0
Quaqtaq,453
Quarries,0
Quarryville,0
Quartier-Auger,0
Quatsino,0
Quebec Harbour,0
Daajing Giids,964
Queens Acres,0
Queens Bay,0
Queensland,0
Queens Line,0
Queens Park,0
Queensport,0
Queenston,0
Queenstown,0
Queenstown,0
Queensway Gardens,0
Queensway Terrace North,0
Queensway Terrace South,0
Queenswood Heights,12000
Queenswood Village,0
Quesnel,9879
Quesnel View,0
Quetico,0
Quibell,0
Quick,0
Quill Lake,0
Quinan,0
Quinchien,0
Quinn,0
Quinn Settlement,0
Quinnville,0
Quinsam,0
Quinte West,43577
Quinton,0
Quinton Heights,0
Quispamsis,18768
Quorn,0
Quyon,0
Quyon Ferry Landing,0
Rabbit Lake,0
Race Horse Camp,0
Racine,0
Rackety,0
Radford,0
Radisson,0
Radisson,0
Radisson,0
Radium Hot Springs,1339
Radville,0
Rae,0
Ragged Reef,0
Raglan,0
Railton,0
Rainbow Haven,0
Rainbow Lake,0
Rainham Centre,0
Rainy River,0
Raith,0
Raleigh,0
Ralston,0
Rama,80
Rama Road,0
Ramea,0
Ramore,0
Rampart House,0
Ramsayville,90
Ramsey,0
Ranchero,959
Ranchlands,0
Randall Corner,0
Randboro,0
Randolph,0
Randolph,0
Randwick,0
Ranfurly,0
Ranger,0
Ranger Lake,0
Rankin,0
Rankin,0
Rankinville,0
Rannoch,0
Ranoke,0
Rapid City,0
Rapide-Blanc,0
Rapide-Danseur,0
Rapide-des-Chiens,0
Rapide-des-Pins,0
Rapide-Deux,0
Rapide-du-Fort,0
Rapide-Mascouche,0
Rapides-des-Joachims,0
Rapide-Sept,0
Rapid Valley,0
Rapid View,0
Raspberry,0
Ratcliffe,0
Rathburn,0
Ratho,0
Rat Rapids,0
Ratter Corner,0
Rattlesnake Harbour,0
Rattray Park Estates,0
Ratzburg,0
Ravenscliffe,0
Ravenscrag,0
Ravenshoe,0
Ravensview,0
Ravenswood,0
Rawcliffe,0
Rawdon,5188
Rawdon Gold Mines,0
Rayleigh,0
Raymond,0
Raymond,3708
Raymonds Corners,0
Raymore,507
Raynardton,0
Rayside,0
Rayside-Balfour,14557
Reaboro,0
Read,0
Reading,0
Readlyn,0
Rear Balls Creek,0
Rear Boisdale,0
Rear Monastery,0
Reay,0
Redan,0
Redbank,0
Red Bank,0
Red Bay,0
Red Bluff,0
Redbridge,0
Redcliff,0
Red Cliff,0
Red Deer,100844
Red Deer Hill,0
Reddendale,0
Redfield,0
Red Harbour,0
Red Head,0
Redickville,0
Red Jacket,0
Red Lake,4366
Red Lake,1177
Redmondville,0
Red Point East,0
Red River,0
Red Rock,0
Red Rock,0
Redroofs,0
Redvers,0
Redwater,0
Redwater,0
Red Willow,0
Red Wing,0
Redwood,0
Redwood,0
Reeces Corners,0
Reeds Point,0
Rees,0
Reesor,0
Reeve Craig,0
Regal Heights,0
Regan,0
Regent Park,0
Regina Beach,1629
Regina's Market Square,0
Reid Lake,0
Reid's Corners,0
Reids Mills,0
Reidville,0
Reidville,0
Reidville,0
Relais-Gabriel,0
Relessey,0
Fort Reliance,0
Remicks,0
Rémigny,0
Remington Park,0
Remo,0
Renabie,0
Renaud,0
Renauds Mills,0
Rencontre East,0
Reneault,0
Renews-Cappahayden,0
Renforth,0
Renforth,0
Renfrew,0
Renfrew,8223
Rennie,0
Renous,0
Renown,0
Renton,0
Renversy,0
Renwer,0
Renwick,0
Repentigny,84965
Reserve,0
Reserve Mines,0
Reserve Rows,0
Resource,0
Reston,0
Revelstoke,0
Revelstoke,7547
Revenue,0
Reward,0
Rexdale,0
Rexons Cove,0
Rexton,0
Reynoldscroft,0
Rhein,0
Rheinland,0
Rhineland,0
Rhodes,0
Rhodes Corner,0
Ribot,0
Ribstone,0
Riceburg,0
Richan,0
Richard,0
Richards Landing,0
Richardson,0
Richardson,0
Richard-Village,0
Rich Bar,0
Richelieu,5208
Richer,0
Richfield,0
Rich Hill,0
Richibucto,1266
Richibucto,0
Richibucto-Village,0
Richlea,0
Richmond,0
Richmond,0
Richmond,0
Richmond,3232
Richmond,4055
Richmond,209937
Richmond Heights,0
Richmond Hill,202022
Richmond Road,0
Richmound,0
Richvale,0
Rich Valley,0
Richview Gardens,0
Richwood,0
Rideau Ferry,0
Rideau Gardens,0
Rideau Glen,0
Rideau Heights,0
Rideau Heights,0
Rideau Park,0
Rideauview,0
Ridgedale,0
Ridgedale,0
Ridgehill,0
Ridgemont,0
Ridgemount,0
Ridgetown,3002
Ridgeview,0
Ridgeville,0
Ridgeway,0
Ridgewood,0
Ridley Heights,0
Riel,0
Rigaud,3613
Riley Lake,0
Rimbey,2567
Rimington,0
Rings Corner,0
Ringwood,0
Riondel,0
Ripley,0
Ripley Loop,0
Ripon,1735
Ripple,0
Ripples,0
Riske Creek,0
Ritchance,0
Ritchie,0
Rivard,0
Riverbank,0
Riverbank,0
Riverbend,0
Riverbend,0
River Bennet,0
River Bourgeois,0
Riverdale,0
Riverdale,0
Riverdale,0
Riverdale,0
River Denys,0
River Denys Centre,0
River Denys Road,0
Riverfield,0
River Glade,0
Riverhead,0
Riverhead,0
River Head,0
River Hebert,0
River Hebert East,0
River Heights,0
River Heights,0
River Heights,0
River Heights,0
Riverhurst,0
River John,0
River Jordan,0
River of Ponds,0
River Park,0
River Philip,0
River Philip Centre,0
Riverport,0
River Ryan,0
Rivers,1257
Riversdale,0
Riversdale,0
Riversdale,0
Riversdale South,0
Riverside,0
Riverside,0
Riverside,0
Riverside,0
Riverside,0
Riverside-Albert,0
Riverside Beach,0
Riverside Corner,0
Riverside Estates,0
Riverside Heights,0
Riverside Park,0
Riverside Park South,0
Riverside Trailer Park,0
Rivers Inlet,0
River Springs,2325
Riverstown,0
Riverton,0
Riverton,0
Rivervale,0
River Valley,0
River Valley,0
Riverview,0
Riverview,20584
Riverview,0
Riverview,0
River View,0
River View,0
Riverview Beach,0
Riverview Heights,0
Riverview Heights,0
Riverview Park,0
Riverville,0
Riviera,0
Riviera,0
Rivière-à-Claude,0
Rivière-à-Pierre,0
Rivière-au-Tonnerre,0
Rivière-aux-Graines,0
Rivière-Beaudette,0
Rivière des Français,0
Rivière-Héva,0
Rivière-Matawin,0
Rivière-Pentecôte,0
Rivière-Pigou,0
Rivière-Rouge,4645
Rivière-Saint-Jean,0
Rivière-Saint-Paul,0
Rivington,0
Rivulet,0
Roachvale,0
Roachville,0
Robbtown,0
Roberge,0
Robert's Arm,0
Roberts Creek,1949
Roberts Island,0
Robertson's Shore,0
Robertsville,0
Roberval,10227
Robichaud,0
Robinhood,0
Robin Landing,0
Robins,0
Robinsons Corner,0
Robinson Subdivision,0
Roblin,0
Roblin,1614
Roblin Mills,0
Rob Roy,0
Robsart,20
Robson,0
Rocanville,0
Roc-d'Or,0
Rochebaucourt,161
Rochefort,0
Roche Percee,0
Rocher Fendu,0
Rochers-Bleus,0
Rochers-du-Cormoran,0
Rochfort Bridge,0
Rochon Sands,0
Rockburn,0
Rock Chapel,0
Rockcliffe Park,0
Rockcliffe Survey,0
Rock Creek,185
Rockcroft,0
Rockdale,0
Rockdale,0
Rockdale,0
Rockfield,0
Rockfield,0
Rockford,0
Rockford,0
Rockglen,0
Rock Harbour,0
Rockhaven,0
Rockhurst,0
Rockingham,0
Rockingham,0
Rock Island,897
Rock Lake,0
Rockland,0
Rockland,0
Rockland,0
Rockland East,0
Rockley,0
Rocklin,0
Rock Mills,0
Rockport,0
Rockport,0
Rock's Mills,0
Rocksprings,0
Rockton,0
Rockville,0
Rockville,0
Rockville Notch,0
Rockway,0
Rockway,0
Rockway Valley,0
Rockwood,4629
Rockwynn,0
Rocky Bay,0
Rocky Corner,0
Rockyford,0
Rocky Harbour,0
Rocky Mountain,0
Rocky Mountain House,6527
Rocky Point,0
Rocky Rapids,0
Rocky Saugeen,0
Rockyview,0
Roddickton,0
Rodney,0
Roebuck,0
Rogers,0
Rogers Hill,0
Rogers Hill Cross Roads,0
Rogersville,0
Roggan River,0
Rohallion,0
Rokeby,0
Rokeby,0
Roland,0
Rolla,0
Rollingdam,0
Rolly View,0
Rolphton,0
Roman Valley,0
Rondeau Bay Estates,0
Rondeau Park,0
Roquemaure,0
Rorketon,0
Rosaireville,0
Rosalind,0
Rosanna,0
Rosborough Settlement,0
Rose,0
Rosebank,0
Rosebank Station,0
Rose Bay,0
Rose Blanche-Harbour Le Cou,0
Roseburn,0
Rosedale,0
Rosedale,0
Rosedale,0
Rosedale,0
Rosedale,0
Rosedale,0
Rosedene,0
Rosegrove Beach,0
Rosehall,0
Rosehaven,0
Rosehill,0
Rose Hill,0
Rose Island,0
Rose Lake,0
Roseland,0
Roseland,0
Rosemary,0
Rosemère,14173
Rosemont,0
Rosemont,0
Rosemont,0
Rosemount,0
Rosendale,0
Roseneath,0
Rosenfeld,0
Rosenort,0
Rosenthal,0
Rose Point,0
Roseray,0
Rosetown,2309
Rosetta,0
Rosevale,0
Rose Valley,0
Roseville,0
Roseway,0
Roslin,0
Ross,0
Ross,0
Rossburn,0
Rossclair,0
Ross Corner,0
Rosseau Falls,0
Rosseau Road,0
Rossendale,0
Ross Ferry,0
Ross Glen,0
Ross Haven,0
Rossland,4140
Rossmount,0
Ross Park,0
Rossport,0
Ross River,355
Ross Spur,0
Rossway,0
Rosthern,1405
Rostock,0
Rostrevor,0
Rothesay,11977
Rothesay Park,0
Rothwell,0
Rothwell Heights,0
Rothwell Place,0
Rothwell Village,0
Rouge Hill,0
Rougemont,1481
Rouge Park,0
Rouleau,0
Rouleau-Siding,0
Roulier,0
Roulston Corner,0
Round Harbour,0
Round Hill,0
Round Hill,0
Round Island,0
Round Lake,0
Round Lake Centre,0
Round Plains,0
Rousseau,0
Routhier,0
Rouyn-Noranda,23504
Rowatt,0
Rowena,0
Rowland,0
Rowley,0
Roxboro,0
Roxboro,0
Roxbourgh,0
Roxham,0
Roxton-Est,0
Roxton Falls,0
Roxton Pond,0
Roxton-Sud,0
Roxville,0
Roy,0
Royal,0
Royal Beach,0
Royal Road,0
Royalties,0
Royston,1616
Royville,0
Ruby,0
Ruby Mine,0
Ruddell,0
Ruel,0
Rugby,0
Ruisseau-Castor,0
Ruisseau-des-Anges,0
Ruisseau-des-Olives,0
Ruisseau-Vacher,0
Ruisseau-Vert,0
Rumble Beach,0
Runciman,0
Runnymede,0
Rupert,0
Rusagonis,0
Rusagonis Station,0
Ruscom Station,0
Rush Lake,0
Rushoon,0
Rush Point,0
Ruskview,0
Russeldale,0
Russell,6135
Russell,0
Russeltown Flats,0
Rutherford,0
Rutherglen,0
Ruthilda,0
Rutland,0
Rutter,0
Ryan's Corner,0
Ryanville,0
Ryckmans,0
Ryckmans Corners,0
Rycroft,550
Rydal Bank,0
Ryderville,0
Rye,0
Ryerson,0
Ryland,0
Ryley,0
Rylstone,0
Saanich,117735
Saanichton,1565
Sable,0
Sable River,0
Sable River West,0
Sabourins Crossing,0
Sabrevois,0
Sackville,2963
Saddlebrook,0
Saddle Lake,0
Sadowa,0
Sagamok,0
Sage,0
Saginaw,0
Saguenay,143692
Sahara Heights,0
Sahtlam,0
Sailors Encampment,0
Saint-Adolphe-d'Howard,3702
Saint-Adrien,0
Saint-Alban,0
Saint-Albert,0
Saint-Alexandre,1093
Saint-Alexandre,1304
Saint-Alexandre,0
Saint-Alphonse,0
Saint-Alphonse-Rodriguez,0
Saint-Amable,9486
Saint-Ambroise,1655
Saint-André-Avellin,3562
Saint-André-d'Argenteuil,0
Saint-André-du-Lac-Saint-Jean,0
Saint-André-Est,0
Saint Andrews,1809
Saint-Anicet,0
Saint-Anicet,0
Saint-Anselme,0
Saint-Antoine,1252
Saint-Antoine-sur-Richelieu,0
Saint-Armand,0
Saint-Armand-Centre,0
Saint-Athanase,0
Saint-Augustin,0
Saint-Augustin,3961
Saint-Barnabé-Sud,1387
Saint-Barnabé-Sud,0
Saint-Basile-le-Grand,15605
Saint-Benoît-du-Lac,0
Saint-Bernard-de-Michaudville,0
Saint-Blaise-sur-Richelieu,0
Saint-Bonaventure,0
Saint-Boniface,1035
Saint-Boniface,0
Saint-Bruno,2636
Saint-Bruno-de-Guigues,1100
Saint-Bruno-de-Montarville,24388
Saint-Cajetan,0
Saint-Calixte,0
Saint-Calixte-de-Kilkenny,0
Saint-Calixte-Nord,0
Saint-Camille,0
Saint-Canut,10643
Saint-Casimir,0
Saint-Célestin,0
Saint-Césaire,5972
Saint-Césaire,0
Saint-Charles,0
Saint-Charles,1482
Saint-Charles-Borromée,15285
Saint-Charles-de-Bourget,690
Saint-Charles-de-Drummond,0
Saint-Charles-de-Montcalm,0
Saint-Charles-des-Grondines,0
Saint-Charles-Nord,0
Saint-Charles-sur-Richelieu,0
Saint-Chrysostome,0
Saint-Claude,0
Saint-Claude-Nord,0
Saint-Cléophas-de-Brandon,0
Saint-Clet,0
Saint-Coeur-de-Marie,0
Saint-Côme--Linière,2167
Saint-Constant,27359
Saint-Cuthbert,0
Saint-Cyprien-de-Napierville,0
Saint-Cyr,0
Saint-Cyrille,0
Saint-Cyrille-de-Wendover,1279
Saint-Damase,1349
Saint-Damien,0
Saint-David-de-Falardeau,0
Saint-David-d'Yamaska,0
Saint-Denis,0
Saint-Denis-sur-Richelieu,1067
Saint-Dominique,0
Saint-Dominique-du-Rosaire,0
Saint-Donat,0
Saint-Donat-de-Montcalm,1213
Sainte-Adèle,10634
Sainte-Agathe,0
Sainte-Agathe-des-Monts,10223
Sainte-Agnès,0
Sainte-Angèle-de-Laval,0
Sainte-Angèle-de-Laval,0
Sainte-Angèle-de-Prémont,0
Sainte-Anne-de-Bellevue,5197
Sainte-Anne-de-Kent,0
Sainte-Anne-de-la-Pérade,0
Sainte-Anne-de-la-Rochelle,0
Sainte-Anne-des-Monts,5602
Sainte-Anne-des-Plaines,10680
Sainte-Anne-du-Lac,0
Sainte-Anne-du-Sault,0
Sainte-Béatrix,1849
Sainte-Brigide-d'Iberville,0
Sainte-Catherine,16762
Sainte-Catherine,16211
Sainte-Catherine-de-Hatley,0
Sainte-Cécile-de-Lévrard,0
Sainte-Cécile-de-Masham,0
Sainte-Cécile-de-Whitton,0
Sainte-Christine-d'Auvergne,0
Sainte-Clotilde-de-Châteauguay,0
Sainte-Clotilde-de-Horton,1563
Sainte-Croix,1401
Saint-Edmond,0
Saint-Edmond,0
Sainte-Dorothée,0
Saint-Édouard,1672
Saint-Édouard-de-Maskinongé,0
Sainte-Edwidge,0
Sainte-Élisabeth-de-Warwick,0
Sainte-Émélie-de-l'Énergie,0
Sainte-Eulalie,0
Sainte-Françoise,0
Sainte-Geneviève-de-Batiscan,0
Sainte-Germaine-Boulé,0
Sainte-Gertrude,0
Sainte-Gertrude,0
Sainte-Gertrude-Manneville,0
Sainte-Hedwidge,0
Sainte-Hedwidge-de-Roberval,0
Sainte-Hélène-de-Bagot,0
Sainte-Jeanne-d'Arc,0
Sainte-Julie,29019
Sainte-Julienne,3263
Sainte-Justine-Station,0
Saint-Élie-de-Caxton,1934
Sainte-Lucie-des-Laurentides,0
Saint-Elzéar,1057
Sainte-Madeleine,1959
Sainte-Madeleine-de-la-Rivière-Madeleine,0
Sainte-Marcelline-de-Kildare,0
Sainte-Marguerite-du-Lac-Masson,3367
Sainte-Marguerite-de-Lingwick,0
Sainte-Marguerite--Estérel,0
Sainte-Marguerite-Marie,0
Sainte-Marguerite-Station,0
Sainte-Marie-de-Blandford,0
Sainte-Marie-de-Kent,0
Sainte-Marie-de-Laval,0
Sainte-Marie-Madeleine,0
Sainte-Marthe,0
Sainte-Marthe-sur-le-Lac,11311
Sainte-Martine,2535
Sainte-Mélanie,0
Saint-Émile-de-Suffolk,566
Sainte-Monique,14150
Sainte-Monique,0
Sainte-Monique,0
Saint-Éphrem-de-Beauce,1385
Sainte-Rosalie,0
Sainte-Rosalie-Jonction,0
Sainte-Rose,0
Sainte-Rose,0
Sainte-Scholastique,0
